[INFO] Read bench from:  ./dataset/rawaig
Save: b06_C_000, # PI: 5, Tot Pairs: 0.0k, time: 0.72 s (0 / 10000)
Save: ethernet_syn_127, # PI: 24, Tot Pairs: 1.9k, time: 0.97 s (32 / 10000)
Save: wbscope_syn_1128, # PI: 12, Tot Pairs: 2.0k, time: 0.63 s (33 / 10000)
Save: logicProbe_syn_352, # PI: 19, Tot Pairs: 2.0k, time: 1.19 s (34 / 10000)
Save: mem_ctrl_syn_512, # PI: 84, Tot Pairs: 2.1k, time: 1.04 s (35 / 10000)
Save: b12_opt_C_017, # PI: 22, Tot Pairs: 2.1k, time: 1.30 s (36 / 10000)
Save: mem_ctrl_syn_319, # PI: 51, Tot Pairs: 2.1k, time: 1.61 s (37 / 10000)
Save: b21_C_026, # PI: 77, Tot Pairs: 2.1k, time: 1.87 s (38 / 10000)
Save: multiplier_syn_155, # PI: 106, Tot Pairs: 2.3k, time: 7.23 s (39 / 10000)
Save: wbscope_syn_142, # PI: 12, Tot Pairs: 2.5k, time: 1.29 s (40 / 10000)
Save: usb_funct_syn_052, # PI: 63, Tot Pairs: 2.5k, time: 1.60 s (41 / 10000)
Save: fpu_syn_021, # PI: 65, Tot Pairs: 2.7k, time: 5.08 s (42 / 10000)
Save: logicProbe_syn_062, # PI: 19, Tot Pairs: 2.8k, time: 1.17 s (43 / 10000)
Save: vga_lcd_syn_648, # PI: 55, Tot Pairs: 2.8k, time: 1.37 s (44 / 10000)
Save: arbiter_syn_027, # PI: 110, Tot Pairs: 2.8k, time: 2.96 s (45 / 10000)
Save: wbscope_syn_220, # PI: 12, Tot Pairs: 3.0k, time: 1.33 s (46 / 10000)
Save: b21_C_066, # PI: 84, Tot Pairs: 3.1k, time: 2.28 s (47 / 10000)
Save: arbiter_syn_178, # PI: 42, Tot Pairs: 3.1k, time: 1.20 s (48 / 10000)
Save: b18_C_073, # PI: 145, Tot Pairs: 3.1k, time: 4.06 s (49 / 10000)
Save: wbscope_syn_616, # PI: 12, Tot Pairs: 3.3k, time: 1.30 s (50 / 10000)
Save: s38584_syn_078, # PI: 103, Tot Pairs: 3.3k, time: 2.48 s (51 / 10000)
Save: wb_dma_syn_062, # PI: 42, Tot Pairs: 3.5k, time: 1.55 s (52 / 10000)
Save: wbscope_syn_405, # PI: 12, Tot Pairs: 3.7k, time: 1.27 s (53 / 10000)
Save: wb_dma_syn_172, # PI: 22, Tot Pairs: 3.8k, time: 1.30 s (54 / 10000)
Save: voter_syn_029, # PI: 48, Tot Pairs: 3.8k, time: 2.27 s (55 / 10000)
Save: vga_lcd_syn_496, # PI: 55, Tot Pairs: 3.8k, time: 1.44 s (56 / 10000)
Save: wbscope_syn_072, # PI: 12, Tot Pairs: 4.1k, time: 1.39 s (57 / 10000)
Save: wbscope_syn_573, # PI: 12, Tot Pairs: 4.3k, time: 1.29 s (58 / 10000)
Save: b19_C_323, # PI: 125, Tot Pairs: 4.4k, time: 3.79 s (59 / 10000)
Save: vga_lcd_syn_247, # PI: 55, Tot Pairs: 4.4k, time: 1.46 s (60 / 10000)
Save: ethernet_syn_227, # PI: 13, Tot Pairs: 4.5k, time: 0.85 s (61 / 10000)
Save: wb_dma_syn_018, # PI: 54, Tot Pairs: 5.0k, time: 3.51 s (62 / 10000)
Save: wbscope_syn_1259, # PI: 12, Tot Pairs: 5.0k, time: 0.65 s (63 / 10000)
Save: wbscope_syn_370, # PI: 18, Tot Pairs: 5.1k, time: 1.33 s (64 / 10000)
Save: ethernet_syn_220, # PI: 24, Tot Pairs: 5.2k, time: 0.95 s (65 / 10000)
Save: jt51_syn_078, # PI: 59, Tot Pairs: 5.2k, time: 2.19 s (66 / 10000)
Save: b18_opt_C_249, # PI: 41, Tot Pairs: 5.3k, time: 1.99 s (67 / 10000)
Save: ethernet_syn_009, # PI: 23, Tot Pairs: 5.3k, time: 0.93 s (68 / 10000)
Save: b18_C_106, # PI: 39, Tot Pairs: 5.4k, time: 1.69 s (69 / 10000)
Save: aes_core_syn_025, # PI: 64, Tot Pairs: 5.4k, time: 3.08 s (70 / 10000)
Save: mem_ctrl_syn_609, # PI: 26, Tot Pairs: 5.4k, time: 1.44 s (71 / 10000)
Save: b21_opt_C_017, # PI: 60, Tot Pairs: 5.5k, time: 1.34 s (72 / 10000)
Save: wbscope_syn_247, # PI: 12, Tot Pairs: 5.7k, time: 1.31 s (73 / 10000)
Save: ethernet_syn_399, # PI: 63, Tot Pairs: 5.7k, time: 1.50 s (74 / 10000)
Save: log2_syn_184, # PI: 146, Tot Pairs: 6.3k, time: 15.15 s (75 / 10000)
Save: ethernet_syn_246, # PI: 23, Tot Pairs: 6.3k, time: 0.98 s (76 / 10000)
Save: b21_opt_C_046, # PI: 33, Tot Pairs: 6.3k, time: 1.56 s (77 / 10000)
Save: reed_solomon_codec_generator_syn_462, # PI: 55, Tot Pairs: 6.4k, time: 2.14 s (78 / 10000)
Save: arbiter_syn_033, # PI: 110, Tot Pairs: 6.4k, time: 2.99 s (79 / 10000)
Save: wbscope_syn_249, # PI: 12, Tot Pairs: 6.5k, time: 1.23 s (80 / 10000)
Save: sin_syn_036, # PI: 55, Tot Pairs: 6.6k, time: 1.62 s (81 / 10000)
Save: tv80_syn_031, # PI: 54, Tot Pairs: 6.6k, time: 2.88 s (82 / 10000)
Save: pci_syn_012, # PI: 47, Tot Pairs: 6.6k, time: 1.40 s (83 / 10000)
Save: b20_opt_C_015, # PI: 55, Tot Pairs: 6.7k, time: 2.00 s (84 / 10000)
Save: vga_lcd_syn_572, # PI: 55, Tot Pairs: 6.7k, time: 1.40 s (85 / 10000)
Save: logicProbe_syn_331, # PI: 19, Tot Pairs: 6.7k, time: 1.21 s (86 / 10000)
Save: i2c_syn_022, # PI: 38, Tot Pairs: 6.8k, time: 1.74 s (87 / 10000)
Save: wbscope_syn_538, # PI: 12, Tot Pairs: 7.0k, time: 1.40 s (88 / 10000)
Save: wbscope_syn_159, # PI: 12, Tot Pairs: 7.2k, time: 1.32 s (89 / 10000)
Save: arbiter_syn_188, # PI: 42, Tot Pairs: 7.2k, time: 1.10 s (90 / 10000)
Save: multiplier_syn_169, # PI: 72, Tot Pairs: 7.3k, time: 2.15 s (91 / 10000)
Save: fast_antilog_syn_006, # PI: 31, Tot Pairs: 8.0k, time: 3.16 s (92 / 10000)
Save: DMA_syn_124, # PI: 47, Tot Pairs: 8.1k, time: 1.26 s (93 / 10000)
Save: b19_C_286, # PI: 29, Tot Pairs: 8.2k, time: 4.25 s (94 / 10000)
Save: b22_opt_C_063, # PI: 57, Tot Pairs: 8.2k, time: 1.39 s (95 / 10000)
Save: vga_lcd_syn_426, # PI: 84, Tot Pairs: 8.3k, time: 2.25 s (96 / 10000)
Save: s38417_syn_018, # PI: 56, Tot Pairs: 8.3k, time: 2.67 s (97 / 10000)
Save: b18_C_065, # PI: 148, Tot Pairs: 8.4k, time: 4.11 s (98 / 10000)
Save: vga_lcd_syn_354, # PI: 55, Tot Pairs: 8.4k, time: 1.40 s (99 / 10000)
Save: ac97_ctrl_syn_025, # PI: 41, Tot Pairs: 8.4k, time: 1.15 s (100 / 10000)
Save: ethernet_syn_074, # PI: 24, Tot Pairs: 8.5k, time: 0.94 s (101 / 10000)
Save: reed_solomon_codec_generator_syn_044, # PI: 52, Tot Pairs: 8.5k, time: 1.68 s (102 / 10000)
Save: wbscope_syn_1004, # PI: 12, Tot Pairs: 8.5k, time: 0.64 s (103 / 10000)
Save: b17_opt_C_138, # PI: 72, Tot Pairs: 8.5k, time: 1.29 s (104 / 10000)
Save: b18_opt_C_276, # PI: 73, Tot Pairs: 8.6k, time: 1.38 s (105 / 10000)
Save: wbscope_syn_1070, # PI: 12, Tot Pairs: 8.6k, time: 0.69 s (106 / 10000)
Save: logicProbe_syn_669, # PI: 19, Tot Pairs: 8.7k, time: 1.25 s (107 / 10000)
Save: aes_core_syn_038, # PI: 67, Tot Pairs: 8.7k, time: 3.22 s (108 / 10000)
Save: log2_syn_077, # PI: 62, Tot Pairs: 8.7k, time: 3.05 s (109 / 10000)
Save: b19_C_630, # PI: 149, Tot Pairs: 8.8k, time: 4.13 s (110 / 10000)
Save: b17_C_089, # PI: 67, Tot Pairs: 8.8k, time: 1.41 s (111 / 10000)
Save: logicProbe_syn_911, # PI: 19, Tot Pairs: 8.9k, time: 1.21 s (112 / 10000)
Save: b14_opt_C_024, # PI: 52, Tot Pairs: 8.9k, time: 1.90 s (113 / 10000)
Save: b18_C_154, # PI: 74, Tot Pairs: 9.0k, time: 3.58 s (114 / 10000)
Save: s15850_syn_011, # PI: 76, Tot Pairs: 9.1k, time: 1.81 s (115 / 10000)
Save: wbscope_syn_215, # PI: 12, Tot Pairs: 9.4k, time: 1.40 s (116 / 10000)
Save: s38584_syn_058, # PI: 59, Tot Pairs: 9.4k, time: 1.71 s (117 / 10000)
Save: gost_89_syn_012, # PI: 27, Tot Pairs: 9.5k, time: 1.84 s (118 / 10000)
Save: jt51_syn_042, # PI: 64, Tot Pairs: 9.5k, time: 2.35 s (119 / 10000)
Save: mem_ctrl_syn_533, # PI: 73, Tot Pairs: 9.5k, time: 1.79 s (120 / 10000)
Save: b22_opt_C_099, # PI: 91, Tot Pairs: 9.6k, time: 3.57 s (121 / 10000)
Save: vga_lcd_syn_483, # PI: 55, Tot Pairs: 9.7k, time: 1.46 s (122 / 10000)
Save: b19_C_024, # PI: 127, Tot Pairs: 9.7k, time: 2.71 s (123 / 10000)
Save: multiplier_syn_126, # PI: 82, Tot Pairs: 9.8k, time: 4.80 s (124 / 10000)
Save: wbscope_syn_938, # PI: 12, Tot Pairs: 10.0k, time: 1.30 s (125 / 10000)
Save: b18_C_207, # PI: 109, Tot Pairs: 10.1k, time: 1.76 s (126 / 10000)
Save: b18_opt_C_223, # PI: 41, Tot Pairs: 10.1k, time: 1.82 s (127 / 10000)
Save: arbiter_syn_073, # PI: 75, Tot Pairs: 10.1k, time: 1.02 s (128 / 10000)
Save: b21_opt_C_011, # PI: 42, Tot Pairs: 10.1k, time: 1.70 s (129 / 10000)
Save: arbiter_syn_128, # PI: 49, Tot Pairs: 10.1k, time: 1.28 s (130 / 10000)
Save: logicProbe_syn_751, # PI: 19, Tot Pairs: 10.2k, time: 1.16 s (131 / 10000)
Save: ethernet_syn_282, # PI: 13, Tot Pairs: 10.3k, time: 0.84 s (132 / 10000)
Save: reed_solomon_codec_generator_syn_449, # PI: 52, Tot Pairs: 10.3k, time: 1.73 s (133 / 10000)
Save: b18_C_266, # PI: 133, Tot Pairs: 10.4k, time: 3.16 s (134 / 10000)
Save: wbscope_syn_428, # PI: 12, Tot Pairs: 10.6k, time: 1.30 s (135 / 10000)
Save: multiplier_syn_179, # PI: 55, Tot Pairs: 10.6k, time: 2.47 s (136 / 10000)
Save: sasc_syn_006, # PI: 34, Tot Pairs: 10.6k, time: 1.38 s (137 / 10000)
Save: jt51_syn_028, # PI: 50, Tot Pairs: 10.6k, time: 1.83 s (138 / 10000)
Save: vga_lcd_syn_610, # PI: 45, Tot Pairs: 10.7k, time: 1.52 s (139 / 10000)
Save: aes_core_syn_021, # PI: 43, Tot Pairs: 10.7k, time: 1.58 s (140 / 10000)
Save: wbscope_syn_1116, # PI: 12, Tot Pairs: 10.7k, time: 0.60 s (141 / 10000)
Save: sin_syn_008, # PI: 153, Tot Pairs: 11.2k, time: 15.93 s (142 / 10000)
Save: wbscope_syn_393, # PI: 12, Tot Pairs: 11.4k, time: 1.32 s (143 / 10000)
Save: vga_lcd_syn_414, # PI: 55, Tot Pairs: 11.4k, time: 1.41 s (144 / 10000)
Save: jt51_syn_149, # PI: 54, Tot Pairs: 11.5k, time: 1.93 s (145 / 10000)
Save: wbscope_syn_815, # PI: 12, Tot Pairs: 11.7k, time: 1.44 s (146 / 10000)
Save: vga_lcd_syn_573, # PI: 55, Tot Pairs: 11.8k, time: 1.46 s (147 / 10000)
Save: b18_C_330, # PI: 66, Tot Pairs: 11.8k, time: 1.16 s (148 / 10000)
Save: logicProbe_syn_394, # PI: 19, Tot Pairs: 11.8k, time: 1.18 s (149 / 10000)
Save: gost_89_syn_032, # PI: 35, Tot Pairs: 11.9k, time: 1.99 s (150 / 10000)
Save: DMA_syn_123, # PI: 48, Tot Pairs: 12.0k, time: 1.23 s (151 / 10000)
Save: reed_solomon_codec_generator_syn_319, # PI: 77, Tot Pairs: 12.0k, time: 2.91 s (152 / 10000)
Save: wbscope_syn_744, # PI: 12, Tot Pairs: 12.2k, time: 1.31 s (153 / 10000)
Save: mem_ctrl_syn_519, # PI: 90, Tot Pairs: 12.2k, time: 0.94 s (154 / 10000)
Save: ethernet_syn_416, # PI: 24, Tot Pairs: 12.3k, time: 0.96 s (155 / 10000)
Save: arbiter_syn_000, # PI: 110, Tot Pairs: 12.3k, time: 3.08 s (156 / 10000)
Save: b19_C_240, # PI: 128, Tot Pairs: 12.4k, time: 3.90 s (157 / 10000)
Save: s298_syn_016, # PI: 13, Tot Pairs: 12.4k, time: 0.93 s (158 / 10000)
Save: wbscope_syn_995, # PI: 12, Tot Pairs: 12.7k, time: 1.42 s (159 / 10000)
Save: wbscope_syn_821, # PI: 12, Tot Pairs: 12.9k, time: 1.37 s (160 / 10000)
Save: mem_ctrl_syn_173, # PI: 86, Tot Pairs: 13.0k, time: 1.96 s (161 / 10000)
Save: b19_C_562, # PI: 117, Tot Pairs: 13.0k, time: 2.90 s (162 / 10000)
Save: b18_C_224, # PI: 142, Tot Pairs: 13.1k, time: 3.99 s (163 / 10000)
Save: b18_opt_C_225, # PI: 66, Tot Pairs: 13.1k, time: 2.08 s (164 / 10000)
Save: wbscope_syn_398, # PI: 12, Tot Pairs: 13.4k, time: 1.37 s (165 / 10000)
Save: b21_opt_C_010, # PI: 45, Tot Pairs: 13.4k, time: 1.38 s (166 / 10000)
Save: s386_syn_008, # PI: 12, Tot Pairs: 13.4k, time: 1.26 s (167 / 10000)
Save: b19_C_577, # PI: 75, Tot Pairs: 13.4k, time: 0.72 s (168 / 10000)
Save: wb_dma_syn_060, # PI: 58, Tot Pairs: 13.5k, time: 1.85 s (169 / 10000)
Save: wbscope_syn_1201, # PI: 12, Tot Pairs: 13.5k, time: 0.66 s (170 / 10000)
Save: jt51_syn_165, # PI: 52, Tot Pairs: 13.5k, time: 1.86 s (171 / 10000)
Save: b17_opt_C_123, # PI: 136, Tot Pairs: 13.6k, time: 3.47 s (172 / 10000)
Save: logicProbe_syn_035, # PI: 19, Tot Pairs: 13.7k, time: 1.19 s (173 / 10000)
Save: wbscope_syn_784, # PI: 12, Tot Pairs: 14.0k, time: 1.40 s (174 / 10000)
Save: wbscope_syn_626, # PI: 12, Tot Pairs: 14.2k, time: 1.47 s (175 / 10000)
Save: wbscope_syn_266, # PI: 12, Tot Pairs: 14.5k, time: 1.33 s (176 / 10000)
Save: b11_opt_C_000, # PI: 22, Tot Pairs: 14.5k, time: 1.41 s (177 / 10000)
Save: logicProbe_syn_940, # PI: 19, Tot Pairs: 14.6k, time: 1.15 s (178 / 10000)
Save: reed_solomon_codec_generator_syn_339, # PI: 94, Tot Pairs: 14.6k, time: 3.39 s (179 / 10000)
Save: mem_ctrl_syn_639, # PI: 75, Tot Pairs: 14.6k, time: 1.36 s (180 / 10000)
Save: vga_lcd_syn_429, # PI: 55, Tot Pairs: 14.6k, time: 1.42 s (181 / 10000)
Save: b18_C_027, # PI: 61, Tot Pairs: 14.7k, time: 1.77 s (182 / 10000)
Save: b17_opt_C_053, # PI: 117, Tot Pairs: 14.8k, time: 3.37 s (183 / 10000)
Save: logicProbe_syn_651, # PI: 19, Tot Pairs: 14.8k, time: 1.16 s (184 / 10000)
Save: bar_syn_014, # PI: 38, Tot Pairs: 14.8k, time: 1.38 s (185 / 10000)
Save: logicProbe_syn_347, # PI: 19, Tot Pairs: 14.9k, time: 1.16 s (186 / 10000)
Save: logicProbe_syn_140, # PI: 19, Tot Pairs: 14.9k, time: 1.21 s (187 / 10000)
Save: vga_lcd_syn_141, # PI: 72, Tot Pairs: 15.0k, time: 1.72 s (188 / 10000)
Save: wb_dma_syn_072, # PI: 72, Tot Pairs: 15.0k, time: 2.48 s (189 / 10000)
Save: logicProbe_syn_158, # PI: 19, Tot Pairs: 15.1k, time: 1.16 s (190 / 10000)
Save: wbscope_syn_1027, # PI: 12, Tot Pairs: 15.1k, time: 0.63 s (191 / 10000)
Save: wb_dma_syn_087, # PI: 41, Tot Pairs: 15.1k, time: 1.52 s (192 / 10000)
Save: s382_syn_016, # PI: 16, Tot Pairs: 15.1k, time: 0.96 s (193 / 10000)
Save: b19_C_231, # PI: 15, Tot Pairs: 15.2k, time: 2.39 s (194 / 10000)
Save: aes_core_syn_014, # PI: 48, Tot Pairs: 15.2k, time: 1.71 s (195 / 10000)
Save: vga_lcd_syn_401, # PI: 55, Tot Pairs: 15.3k, time: 1.44 s (196 / 10000)
Save: s526_syn_014, # PI: 23, Tot Pairs: 15.3k, time: 1.69 s (197 / 10000)
Save: b19_C_329, # PI: 98, Tot Pairs: 15.3k, time: 2.23 s (198 / 10000)
Save: wbscope_syn_1071, # PI: 12, Tot Pairs: 15.4k, time: 0.66 s (199 / 10000)
Save: logicProbe_syn_410, # PI: 19, Tot Pairs: 15.4k, time: 1.21 s (200 / 10000)
Save: s38417_syn_060, # PI: 96, Tot Pairs: 15.5k, time: 4.79 s (201 / 10000)
Save: s641_syn_009, # PI: 28, Tot Pairs: 15.5k, time: 1.15 s (202 / 10000)
Save: s38584_syn_082, # PI: 72, Tot Pairs: 15.5k, time: 1.70 s (203 / 10000)
Save: log2_syn_106, # PI: 97, Tot Pairs: 15.8k, time: 8.83 s (204 / 10000)
Save: b20_opt_C_063, # PI: 59, Tot Pairs: 15.8k, time: 1.56 s (205 / 10000)
Save: b19_C_180, # PI: 128, Tot Pairs: 15.9k, time: 3.88 s (206 / 10000)
Save: systemcaes_syn_062, # PI: 33, Tot Pairs: 15.9k, time: 1.73 s (207 / 10000)
Save: b15_opt_C_013, # PI: 67, Tot Pairs: 16.0k, time: 2.61 s (208 / 10000)
Save: b18_opt_C_259, # PI: 45, Tot Pairs: 16.0k, time: 2.08 s (209 / 10000)
Save: wb_dma_syn_110, # PI: 66, Tot Pairs: 16.6k, time: 3.11 s (210 / 10000)
Save: logicProbe_syn_003, # PI: 19, Tot Pairs: 16.7k, time: 1.15 s (211 / 10000)
Save: jt51_syn_115, # PI: 64, Tot Pairs: 16.7k, time: 2.31 s (212 / 10000)
Save: wbscope_syn_149, # PI: 12, Tot Pairs: 16.9k, time: 1.37 s (213 / 10000)
Save: b19_C_048, # PI: 144, Tot Pairs: 17.0k, time: 4.02 s (214 / 10000)
Save: wbscope_syn_335, # PI: 12, Tot Pairs: 17.3k, time: 1.35 s (215 / 10000)
Save: wbscope_syn_121, # PI: 12, Tot Pairs: 17.5k, time: 1.33 s (216 / 10000)
Save: wbscope_syn_728, # PI: 12, Tot Pairs: 17.8k, time: 1.42 s (217 / 10000)
Save: wb_dma_syn_046, # PI: 30, Tot Pairs: 17.8k, time: 0.72 s (218 / 10000)
Save: reed_solomon_codec_generator_syn_105, # PI: 65, Tot Pairs: 17.8k, time: 2.19 s (219 / 10000)
Save: s38417_syn_021, # PI: 58, Tot Pairs: 17.8k, time: 2.18 s (220 / 10000)
Save: reed_solomon_codec_generator_syn_327, # PI: 46, Tot Pairs: 17.9k, time: 1.40 s (221 / 10000)
Save: wbscope_syn_482, # PI: 12, Tot Pairs: 18.1k, time: 1.28 s (222 / 10000)
Save: b12_C_004, # PI: 69, Tot Pairs: 18.1k, time: 1.12 s (223 / 10000)
Save: vga_lcd_syn_374, # PI: 55, Tot Pairs: 18.2k, time: 1.40 s (224 / 10000)
Save: DMA_syn_138, # PI: 49, Tot Pairs: 18.5k, time: 3.00 s (225 / 10000)
Save: reed_solomon_codec_generator_syn_471, # PI: 59, Tot Pairs: 18.5k, time: 2.36 s (226 / 10000)
Save: vga_lcd_syn_551, # PI: 55, Tot Pairs: 18.6k, time: 1.46 s (227 / 10000)
Save: logicProbe_syn_164, # PI: 19, Tot Pairs: 18.6k, time: 1.20 s (228 / 10000)
Save: multiplier_syn_258, # PI: 72, Tot Pairs: 18.6k, time: 2.41 s (229 / 10000)
Save: jt51_syn_005, # PI: 49, Tot Pairs: 18.7k, time: 2.32 s (230 / 10000)
Save: wbscope_syn_195, # PI: 12, Tot Pairs: 18.8k, time: 1.22 s (231 / 10000)
Save: wbscope_syn_122, # PI: 12, Tot Pairs: 19.1k, time: 1.30 s (232 / 10000)
Save: c3540_syn_001, # PI: 55, Tot Pairs: 19.1k, time: 2.73 s (233 / 10000)
Save: logicProbe_syn_162, # PI: 19, Tot Pairs: 19.1k, time: 1.16 s (234 / 10000)
Save: wbscope_syn_154, # PI: 12, Tot Pairs: 19.4k, time: 1.32 s (235 / 10000)
Save: mem_ctrl_syn_143, # PI: 78, Tot Pairs: 19.4k, time: 1.85 s (236 / 10000)
Save: wbscope_syn_352, # PI: 12, Tot Pairs: 19.6k, time: 1.36 s (237 / 10000)
Save: b22_C_073, # PI: 66, Tot Pairs: 19.6k, time: 1.16 s (238 / 10000)
Save: wbscope_syn_946, # PI: 12, Tot Pairs: 19.9k, time: 1.33 s (239 / 10000)
Save: s526n_syn_018, # PI: 22, Tot Pairs: 19.9k, time: 1.75 s (240 / 10000)
Save: logicProbe_syn_596, # PI: 19, Tot Pairs: 20.0k, time: 1.20 s (241 / 10000)
Save: s344_syn_004, # PI: 22, Tot Pairs: 20.0k, time: 1.69 s (242 / 10000)
Save: wbscope_syn_413, # PI: 12, Tot Pairs: 20.3k, time: 1.31 s (243 / 10000)
Save: b12_opt_C_009, # PI: 22, Tot Pairs: 20.3k, time: 1.48 s (244 / 10000)
Save: reed_solomon_codec_generator_syn_179, # PI: 71, Tot Pairs: 20.3k, time: 2.09 s (245 / 10000)
Save: logicProbe_syn_568, # PI: 19, Tot Pairs: 20.4k, time: 1.14 s (246 / 10000)
Save: b17_opt_C_113, # PI: 85, Tot Pairs: 20.5k, time: 2.73 s (247 / 10000)
Save: b20_opt_C_074, # PI: 101, Tot Pairs: 20.5k, time: 2.43 s (248 / 10000)
Save: b18_C_312, # PI: 144, Tot Pairs: 20.6k, time: 4.15 s (249 / 10000)
Save: logicProbe_syn_355, # PI: 19, Tot Pairs: 20.7k, time: 1.19 s (250 / 10000)
Save: ethernet_syn_166, # PI: 26, Tot Pairs: 20.7k, time: 0.94 s (251 / 10000)
Save: logicProbe_syn_893, # PI: 19, Tot Pairs: 20.7k, time: 1.16 s (252 / 10000)
Save: ethernet_syn_307, # PI: 24, Tot Pairs: 20.8k, time: 1.03 s (253 / 10000)
Save: vga_lcd_syn_516, # PI: 62, Tot Pairs: 20.9k, time: 1.54 s (254 / 10000)
Save: logicProbe_syn_014, # PI: 19, Tot Pairs: 20.9k, time: 1.18 s (255 / 10000)
Save: wbscope_syn_264, # PI: 12, Tot Pairs: 21.1k, time: 1.34 s (256 / 10000)
Save: mem_ctrl_syn_286, # PI: 76, Tot Pairs: 21.2k, time: 1.98 s (257 / 10000)
Save: ethernet_syn_196, # PI: 59, Tot Pairs: 21.2k, time: 1.06 s (258 / 10000)
Save: pci_syn_030, # PI: 39, Tot Pairs: 21.2k, time: 1.17 s (259 / 10000)
Save: logicProbe_syn_028, # PI: 19, Tot Pairs: 21.2k, time: 1.19 s (260 / 10000)
Save: ethernet_syn_024, # PI: 24, Tot Pairs: 21.3k, time: 0.99 s (261 / 10000)
Save: wbscope_syn_981, # PI: 12, Tot Pairs: 21.5k, time: 1.26 s (262 / 10000)
Save: b18_opt_C_070, # PI: 71, Tot Pairs: 21.5k, time: 1.45 s (263 / 10000)
Save: reed_solomon_codec_generator_syn_233, # PI: 68, Tot Pairs: 21.6k, time: 2.41 s (264 / 10000)
Save: mem_ctrl_syn_241, # PI: 75, Tot Pairs: 21.6k, time: 1.84 s (265 / 10000)
Save: multiplier_syn_281, # PI: 59, Tot Pairs: 21.6k, time: 2.45 s (266 / 10000)
Save: wbscope_syn_1306, # PI: 12, Tot Pairs: 21.6k, time: 0.71 s (267 / 10000)
Save: wb_dma_syn_246, # PI: 48, Tot Pairs: 21.7k, time: 1.81 s (268 / 10000)
Save: mem_ctrl_syn_239, # PI: 86, Tot Pairs: 21.7k, time: 2.07 s (269 / 10000)
Save: logicProbe_syn_321, # PI: 19, Tot Pairs: 21.8k, time: 1.17 s (270 / 10000)
